Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
.	YDR322W	chrIV	+	1111692	1111760	9.043478	9.163824	26.629953
.	YDR325W	chrIV	+	1120233	1120249	26.647058	27.001667	78.466484
.	YDR329C	chrIV	-	1126194	1126270	23.467525	23.779829	69.103874
.	YDR330W	chrIV	+	1129374	1129389	106.562500	107.980591	313.790161
.	YDR332W	chrIV	+	1133070	1133129	4.766667	4.830100	14.036206
.	YDR334W	chrIV	+	1140476	1140597	7.778688	7.882204	22.905579
.	YDR335W	chrIV	+	1144842	1145055	20.906542	21.184757	61.562626
.	YDR336W	chrIV	+	1146036	1146049	7.500000	7.599807	22.084938
.	YDR339C	chrIV	-	1149935	1149951	16.882353	17.107018	49.712761
.	YDR341C	chrIV	-	1151639	1151803	54.193939	54.915131	159.582642
.	YDR342C	chrIV	-	1153905	1154216	80.418266	81.488449	236.804337
.	YDR343C	chrIV	-	1159461	1159608	13.375000	13.552989	39.384808
.	YDR345C	chrIV	-	1161739	1162957	19.586546	19.847198	57.675694
.	YDR344C	chrIV	-	1161989	1162006	4.000000	4.053230	11.778634
.	YDR346C	chrIV	-	1167119	1167214	96.812500	98.100845	285.079742
.	YDR347W	chrIV	+	1170143	1170171	14.034483	14.221249	41.326759
.	YDR348C	chrIV	-	1170316	1170326	112.090912	113.582573	330.069458
.	YDR350C	chrIV	-	1176029	1176120	7.902174	8.007333	23.269203
.	YDR351W	chrIV	+	1181260	1181482	9.843049	9.974037	28.984417
.	YDR352W	chrIV	+	1182754	1182813	15.566667	15.773822	45.838516
.	YDR354W	chrIV	+	1185889	1185968	11.850000	12.007695	34.894203
.	YDR357C	chrIV	-	1189067	1189199	20.849625	21.127083	61.395020
.	YDR362C	chrIV	-	1196561	1196679	4.033614	4.087292	11.877616
.	YDR363W	chrIV	+	1200553	1201375	16.757063	16.980059	49.343826
.	YDR364C	chrIV	-	1202802	1202843	16.380953	16.598944	48.236313
.	YDR365C	chrIV	-	1204318	1204497	11.033334	11.180161	32.489399
.	YDR365W-B	chrIV	+	1212265	1212278	39.871643	40.402248	117.408394
.	YDR367W	chrIV	+	1213614	1213676	13.396826	13.575106	39.449078
.	YDR368W	chrIV	+	1214842	1215015	188.356323	190.862900	554.645020
.	YDR370C	chrIV	-	1217674	1217782	4.293578	4.350716	12.643121
.	YDR372C	chrIV	-	1221087	1221112	35.346153	35.816525	104.082344
.	YDR373W	chrIV	+	1223331	1223441	6.648649	6.737127	19.578001
.	YDR374C	chrIV	-	1223461	1223474	4.142857	4.197989	12.199299
.	YDR377W	chrIV	+	1228916	1228991	190.605270	193.141769	561.267395
.	YDR379W	chrIV	+	1233196	1233225	8.799989	8.917107	25.912994
.	YDR379C-A	chrIV	-	1233234	1233278	1.444444	1.463666	4.253394
.	YDR380W	chrIV	+	1236125	1236250	22.031731	22.324934	64.875969
.	YDR381C-A	chrIV	-	1238288	1238312	14.200000	14.388968	41.814148
.	YDR383C	chrIV	-	1239941	1239960	43.200001	43.774887	127.209244
.	YDR384C	chrIV	-	1241177	1241204	4.821429	4.885591	14.197461
.	YDR386W	chrIV	+	1247982	1247997	18.250000	18.492865	53.740017
.	YDR388W	chrIV	+	1251634	1251762	29.093012	29.480183	85.669014
.	YDR389W	chrIV	+	1254501	1254562	1.016117	1.029651	2.992153
.	YDR392W	chrIV	+	1259709	1259721	50.307682	50.977169	148.138962
.	YDR393W	chrIV	+	1261271	1261284	110.214279	111.680969	324.543427
.	YDR395W	chrIV	+	1266158	1266301	19.121002	19.375458	56.304821
.	YDR397C	chrIV	-	1266349	1266366	113.938004	115.454239	335.508453
.	YDR399W	chrIV	+	1270733	1270749	248.117645	251.419495	730.621704
.	YDR400W	chrIV	+	1272085	1272118	17.147058	17.375246	50.492233
.	YDR402C	chrIV	-	1272204	1272234	1.645161	1.667054	4.844437
.	YDR403W	chrIV	+	1276212	1276224	8.076923	8.184408	23.783781
.	YDR408C	chrIV	-	1287866	1288215	14.668571	14.863775	43.193932
.	YDR409W	chrIV	+	1292120	1292130	24.545454	24.872095	72.277977
.	YDR410C	chrIV	-	1292349	1292372	28.208334	28.583721	83.063911
.	YDR412W	chrIV	+	1295400	1295412	69.384613	70.307953	204.313995
.	YDR416W	chrIV	+	1301011	1301204	1.118557	1.133442	3.293768
.	YDR418W	chrIV	+	1302113	1302617	31.766336	32.189068	93.541008
.	YDR425W	chrIV	+	1321941	1321977	13.675675	13.857666	40.270191
.	YDR427W	chrIV	+	1323386	1324281	53.228794	53.937141	156.740616
.	YDR429C	chrIV	-	1324283	1324477	43.579487	44.159424	128.326706
.	YDR432W	chrIV	+	1330027	1330044	82.277779	83.372696	242.279938
.	YDR435C	chrIV	-	1332886	1332983	11.020409	11.167064	32.451340
.	YDR436W	chrIV	+	1336953	1336976	1.875000	1.899952	5.521235
.	YDR437W	chrIV	+	1337774	1337789	16.875000	17.099566	49.691113
.	YDR438W	chrIV	+	1339386	1339481	3.947917	4.000454	11.625267
.	YDR439W	chrIV	+	1340719	1340733	32.599998	33.033829	95.995872
.	YDR440W	chrIV	+	1344241	1344392	11.888000	12.293022	35.723354
.	YDR441C	chrIV	-	1344444	1344517	25.648649	25.989971	75.526512
.	YDR443C	chrIV	-	1345556	1345676	9.008265	9.128142	26.526264
.	YDR444W	chrIV	+	1352353	1352386	1.058824	1.072914	3.117875
.	YDR447C	chrIV	-	1354802	1354829	506.500000	513.240295	1491.469482
.	YDR457W	chrIV	+	1379596	1379772	9.350283	9.474712	27.533390
.	YDR459C	chrIV	-	1382105	1382319	11.618605	11.773221	34.212822
.	YDR460W	chrIV	+	1384776	1384984	9.009569	9.129464	26.530104
.	YDR461W	chrIV	+	1385286	1385823	201.092941	203.769012	592.150024
.	YDR461C-A	chrIV	-	1385470	1385524	0.000000	0.000000	0.000000
.	YDR464W	chrIV	+	1393179	1393209	4.709677	4.772352	13.868390
.	YDR466W	chrIV	+	1397817	1397840	20.833334	21.110575	61.347054
.	YDR468C	chrIV	-	1398015	1398026	92.000000	93.224304	270.908569
.	YDR469W	chrIV	+	1399542	1399609	5.426471	5.498685	15.979103
.	YDR470C	chrIV	-	1399695	1399706	30.666666	31.074766	90.302856
.	YDR471W	chrIV	+	1402564	1402826	70.802284	71.744492	208.488556
.	YDR476C	chrIV	-	1410206	1410453	38.600807	39.114491	113.666191
.	YDR477W	chrIV	+	1414274	1414441	7.511905	7.611871	22.119995
.	YDR478W	chrIV	+	1415171	1415231	8.393442	8.505140	24.715822
.	YDR481C	chrIV	-	1417337	1418550	30.924217	31.335743	91.061256
.	YDR482C	chrIV	-	1420279	1420431	41.065361	41.611843	120.923454
.	YDR484W	chrIV	+	1424688	1424772	29.564707	29.958143	87.057961
.	YDR486C	chrIV	-	1426201	1427431	33.600327	34.047466	98.941490
.	YDR489W	chrIV	+	1431896	1431915	29.750000	30.145901	87.603584
.	YDR492W	chrIV	+	1435874	1435944	4.788733	4.852459	14.101183
.	YDR495C	chrIV	-	1437791	1438115	30.713846	31.122574	90.441788
.	YDR496C	chrIV	-	1441227	1441433	8.487923	8.600877	24.994034
.	YDR497C	chrIV	-	1443562	1443713	42.671051	43.238899	125.651672
.	YDR499W	chrIV	+	1450073	1450209	33.525547	33.971691	98.721283
.	YDR501W	chrIV	+	1452918	1453096	22.821230	23.124926	67.200729
.	YDR504C	chrIV	-	1456285	1456311	42.888889	43.459637	126.293121
.	tL(CAA)D	chrIV	-	1461686	1461715	0.966667	0.979531	2.846504
.	YDR507C	chrIV	-	1462347	1462358	20.000000	20.266151	58.893169
.	YDR522C	chrIV	-	1483737	1483795	5.372881	5.444381	15.821300
.	YDR510W	chrIV	+	1469705	1469715	572.363647	579.980408	1685.415405
.	YDR512C	chrIV	-	1470456	1470500	58.133335	58.906952	171.182816
.	YDR513W	chrIV	+	1471448	1472485	32.851639	33.288815	96.736855
.	YDR516C	chrIV	-	1474852	1474974	3.292683	3.336501	9.695827
.	YDR518W	chrIV	+	1480161	1480288	2.148438	2.177029	6.326416
.	YDR519W	chrIV	+	1480832	1480978	252.857147	256.222076	744.577942
.	YDR524W-C	chrIV	+	1489492	1489695	2134.259766	2162.661621	6284.666016
.	YDR524C-B	chrIV	-	1489587	1489598	0.000000	0.000000	0.000000
.	YDR525W	chrIV	+	1490234	1490244	2.090909	2.118734	6.157013
.	YDR525W-A	chrIV	+	1490835	1491276	43.230770	43.806068	127.299858
.	YDR527W	chrIV	+	1492413	1493133	14.216358	14.444904	41.976696
.	snR84	chrIV	-	1492459	1492477	0.473684	0.479988	1.394838
.	YDR531W	chrIV	+	1499335	1499357	13.173913	13.349226	38.792675
.	YDR534C	chrIV	-	1503244	1503314	1.605634	1.627001	4.728044
.	YDR536W	chrIV	+	1509714	1509807	2.702128	2.738087	7.956844
.	YDR538W	chrIV	+	1511630	1511678	6.163265	6.245283	18.148710
.	YDR539W	chrIV	+	1513605	1513937	9.162162	9.284089	26.979437
.	YDR541C	chrIV	-	1519491	1519664	21.448277	21.733702	63.157845
.	YDR542W	chrIV	+	1523611	1523662	1.257512	1.274246	3.702943
.	YDR545W	chrIV	+	1531711	1531791	5.290991	5.361402	15.580164
.	YEL077C	chrV	-	220	264	7.653336	7.755184	22.536461
.	YEL076C-A	chrV	-	3792	4185	6.713198	6.802535	19.768074
.	YEL076C	chrV	-	4449	4464	6.250488	6.333667	18.405552
.	YEL075C	chrV	-	5321	5345	0.742813	0.752698	2.187330
.	YEL073C	chrV	-	6908	7230	6.100111	6.181289	17.962744
.	YEL071W	chrV	+	17845	17972	29.289062	29.678829	86.246284
.	YEL070W	chrV	+	21097	21122	0.961538	0.974334	2.831401
.	YEL068C	chrV	-	25613	25646	51.676472	52.364166	152.169571
.	YEL067C	chrV	-	25987	26189	9.955665	10.088152	29.316036
.	YEL066W	chrV	+	27206	27301	8.947917	9.066992	26.348558
.	YEL065W	chrV	+	29543	29618	20.184210	20.452812	59.435604
.	YEL064C	chrV	-	29682	29797	6.327586	6.411791	18.632580
.	YEL062W	chrV	+	36254	36369	4.370690	4.428854	12.870189
.	YEL060C	chrV	-	40034	40046	92.615387	93.847878	272.720673
.	YEL059C-A	chrV	-	42388	42400	7.153846	7.249046	21.065632
.	YEL058W	chrV	+	44925	45739	6.614724	6.702750	19.478102
.	YEL056W	chrV	+	48373	48395	41.129215	45.202332	131.357376
.	YEL055C	chrV	-	48410	48471	20.772823	21.965895	63.832596
.	YEL054C	chrV	-	52704	52721	96.888885	98.178246	285.304688
.	YEL052W	chrV	+	58100	58178	2.708861	2.744910	7.976670
.	YEL051W	chrV	+	59148	59354	90.468597	91.672516	266.399109
.	YEL050C	chrV	-	59499	59670	35.162792	35.630726	103.542412
.	snR67	chrV	+	61433	61491	4.474576	4.534122	13.176098
.	tG(GCC)E	chrV	-	61755	61890	3.649816	3.698386	10.747461
.	snR53	chrV	+	61789	61832	0.000000	0.000000	0.000000
.	YEL048C	chrV	-	64681	64709	5.034483	5.101480	14.824833
.	YEL047C	chrV	-	65332	65385	5.611111	5.685781	16.522804
.	YEL044W	chrV	+	70257	71177	17.425625	17.657518	51.312511
.	YEL043W	chrV	+	73348	73371	0.958333	0.971086	2.821963
.	YEL042W	chrV	+	75327	75374	15.291667	15.495163	45.028736
.	YEL041W	chrV	+	77431	77472	4.309524	4.366873	12.690076
.	YEL040W	chrV	+	79456	79477	153.409790	158.812943	461.508301
.	YEL039C	chrV	-	79484	79636	28.155903	33.876266	98.443977
.	YEL038W	chrV	+	81145	81201	19.421053	19.679501	57.188366
.	YEL037C	chrV	-	81394	81407	128.785721	130.499542	379.229950
.	YEL036C	chrV	-	82988	83050	8.174603	8.283388	24.071415
.	YEL035C	chrV	-	85028	85045	0.944444	0.957012	2.781065
.	YEL032W	chrV	+	89852	89934	4.602410	4.663657	13.552526
.	YEL031W	chrV	+	93905	94013	38.165138	38.673027	112.383301
.	YEL029C	chrV	-	96739	96858	3.958333	4.011009	11.655938
.	YEL028W	chrV	+	99129	99209	5.185185	5.254187	15.268599
.	YEL027W	chrV	+	101251	101349	1023.101013	1036.716064	3012.682861
.	YEL023C	chrV	-	108406	108504	2.515152	2.548623	7.406263
.	YEL022W	chrV	+	115800	115876	8.675324	8.790772	25.545866
.	RPR1	chrV	-	117651	117667	1.000000	1.013308	2.944659
.	YEL020C	chrV	-	118605	118617	0.923077	0.935361	2.718147
.	YEL019C	chrV	-	120456	120498	7.093023	7.187414	20.886530
.	YEL018W	chrV	+	122310	122433	35.290321	35.759949	103.917938
.	YEL017C-A	chrV	-	122691	122798	80.490738	81.561882	237.017715
.	YEL016C	chrV	-	124722	124737	3.125000	3.166586	9.202058
.	YEL014C	chrV	-	128263	128303	29.084541	29.471586	85.644043
.	YEL015W	chrV	+	128284	128460	22.991608	26.285233	76.384537
.	YEL013W	chrV	+	130561	130885	37.655384	38.156487	110.882240
.	YEL012W	chrV	+	132551	132833	13.452297	13.631315	39.612419
.	YEL011W	chrV	+	135234	135256	39.782608	40.312019	117.146194
.	YEL009C-A	chrV	-	136359	136371	1.076923	1.091254	3.171170
.	tR(UCU)E	chrV	+	138737	138780	1.681818	1.704199	4.952380
.	YEL009C	chrV	-	138883	138918	22.972221	23.277929	67.645355
.	YEL004W	chrV	+	147979	148040	9.161290	9.283205	26.976870
.	YEL001C	chrV	-	150184	150301	111.957626	113.447510	329.676971
.	YER002W	chrV	+	157498	157749	12.273809	12.437144	36.142174
.	YER003C	chrV	-	157723	157736	0.000000	0.000000	0.000000
.	YER004W	chrV	+	160275	160285	194.272720	196.858032	572.066772
.	YER006W	chrV	+	164285	164395	43.351353	43.928253	127.654922
.	YER007C-A	chrV	-	165415	166237	38.427704	38.939087	113.156464
.	YER007W	chrV	+	166083	166102	0.000000	0.000000	0.000000
.	snR14	chrV	-	167344	167427	5.940476	6.019529	17.492672
.	YER008C	chrV	-	167747	167808	3.145161	3.187016	9.261425
.	YER009W	chrV	+	172492	173686	86.730545	87.884720	255.391830
.	tE(UUC)E1	chrV	+	177170	177185	7.462402	7.561709	21.974224
.	YER012W	chrV	+	178431	178651	27.692308	28.060827	81.544388
.	YER013W	chrV	+	182278	182288	6.181818	6.264083	18.203342
.	YER014W	chrV	+	184219	184234	12.000000	12.159691	35.335899
.	YER016W	chrV	+	189311	189350	9.200000	9.322430	27.090857
.	YER017C	chrV	-	189435	189503	43.231884	43.807198	127.303131
.	YER019W	chrV	+	194230	194245	23.437500	23.749397	69.015434
.	YER020W	chrV	+	196517	196915	24.353384	24.677469	71.712395
.	YER021W	chrV	+	198519	198735	39.875576	40.406223	117.419952
.	YER024W	chrV	+	204963	205017	4.963881	5.029938	14.616934
.	YER025W	chrV	+	206834	206860	269.111115	272.692352	792.440247
.	YER026C	chrV	-	207378	207644	45.807304	46.416889	134.886856
.	YER027C	chrV	-	208938	208979	10.142858	10.277834	29.867252
.	YER029C	chrV	-	212565	212587	17.130434	17.358400	50.443283
.	YER030W	chrV	+	213898	213919	353.636353	358.342407	1041.338257
.	YER032W	chrV	+	217693	217713	5.761905	5.838583	16.966843
.	YER033C	chrV	-	217979	218057	9.569620	9.696969	28.179262
.	YER034W	chrV	+	222403	222497	38.936844	39.454998	114.655708
.	YER036C	chrV	-	223119	223367	58.393574	59.170654	171.949127
.	YER038C	chrV	-	226843	226858	20.562500	20.836138	60.549538
.	YER038W-A	chrV	+	228831	228845	4.066667	4.120785	11.974945
.	YER039C-A	chrV	-	228936	229263	10.051829	10.185596	29.599203
.	YER040W	chrV	+	231987	232223	6.135021	6.216664	18.065544
.	YER042W	chrV	+	235491	235786	75.472977	76.477341	222.242126
.	YER043C	chrV	-	235734	235770	0.000000	0.000000	0.000000
.	YER044C-A	chrV	-	238440	238460	6.047619	6.128098	17.808172
.	YER045C	chrV	-	239971	240032	6.806452	6.897029	20.042677
.	YER048C	chrV	-	246811	246982	57.779068	58.547970	170.139618
.	YER173W	chrV	+	538279	538299	43.428570	44.006504	127.882309
.	YER174C	chrV	-	538403	538434	3.375000	3.419913	9.938222
.	YER176W	chrV	+	545055	545192	23.057972	23.364817	67.897850
.	YER183C	chrV	-	553313	553334	22.136364	22.430944	65.184029
.	YER184C	chrV	-	555975	556296	7.614907	7.716243	22.423300
.	YER186C	chrV	-	561685	561705	76.809525	77.831680	226.177826
.	YER189W	chrV	+	571523	571600	1.681991	1.704374	4.952889
.	YER048W-A	chrV	+	251002	251069	104.794121	106.188683	308.582886
.	YER049W	chrV	+	253662	253988	34.394497	34.852207	101.280045
.	YER050C	chrV	-	253671	253971	0.000000	0.000000	0.000000
.	YER051W	chrV	+	256134	256190	12.191514	12.390797	36.007488
.	YER052C	chrV	-	256257	256375	10.444025	10.661016	30.980774
.	YER053C	chrV	-	258726	258737	74.333336	75.322540	218.886276
.	YER053C-A	chrV	-	260899	260933	2.000000	2.026615	5.889317
.	YER054C	chrV	-	262030	262052	25.347826	25.685144	74.640686
.	YER055C	chrV	-	264623	264892	21.759260	22.048824	64.073586
.	YER057C	chrV	-	270263	270737	11.882105	12.040227	34.988739
.	YER058W	chrV	+	272091	272254	9.146341	9.268057	26.932850
.	YER059W	chrV	+	273886	273952	5.029851	5.096786	14.811193
.	YER060W-A	chrV	+	278164	278207	4.795455	4.859271	14.120976
.	YER061C	chrV	-	278286	278298	4.076923	4.131177	12.005146
.	YER064C	chrV	-	282601	282705	66.028572	66.907257	194.431595
.	tS(UGA)E	chrV	-	288307	288443	2.067518	2.095032	6.088134
.	YER067W	chrV	+	292551	292566	151.562500	153.579437	446.299774
.	YER068W	chrV	+	294813	294929	4.846154	4.910645	14.270268
.	YER069W	chrV	+	298001	298020	38.900002	39.417667	114.547211
.	YER070W	chrV	+	301616	302463	78.074295	79.113281	229.902130
.	YER073W	chrV	+	305592	305799	104.461540	105.851677	307.603577
.	YER074W	chrV	+	307196	307553	22.592178	22.892826	66.526245
.	YER075C	chrV	-	308366	308413	16.145834	16.360697	47.543964
.	tA(UGC)E	chrV	-	311993	312023	1.032258	1.045995	3.039647
.	YER077C	chrV	-	314388	314534	2.217687	2.247199	6.530331
.	YER078C	chrV	-	316714	316807	18.042553	18.282656	53.129154
.	YER079W	chrV	+	319552	319757	26.966019	27.324871	79.405708
.	YER080W	chrV	+	321846	321984	3.827338	3.878271	11.270203
.	YER083C	chrV	-	326163	326174	18.916666	19.168404	55.703125
.	YER084W	chrV	+	327451	327480	2.633333	2.668376	7.754266
.	YER085C	chrV	-	327595	327619	1.840000	1.864486	5.418171
.	YER086W	chrV	+	330207	330350	63.854168	64.703911	188.028717
.	YER087W	chrV	+	332306	332392	22.942530	23.247839	67.557915
.	YER087C-B	chrV	-	332565	332582	259.944458	263.403717	765.447632
.	YER090W	chrV	+	339472	340781	79.434349	80.491440	233.907059
.	YER091C	chrV	-	339479	339864	0.000000	36.819344	106.996521
.	YER093C	chrV	-	343306	343320	119.000000	120.583603	350.414337
.	YER093C-A	chrV	-	347816	347912	5.453608	5.526184	16.059015
.	YER096W	chrV	+	353236	353282	0.978723	0.991747	2.882005
.	tE(UUC)E2	chrV	+	355005	355124	2.918359	2.957196	8.593574
.	YER098W	chrV	+	357730	358113	16.859375	17.083733	49.645103
.	YER099C	chrV	-	357736	358105	0.000000	4.880829	14.183624
.	YER100W	chrV	+	360314	360343	95.400002	96.669548	280.920410
.	YER101C	chrV	-	360470	360502	2.272727	2.302972	6.692405
.	YER102W	chrV	+	363702	364669	31.449381	31.867897	92.607681
.	YER103W	chrV	+	366517	366529	34.153847	34.608353	100.571419
.	YER104W	chrV	+	367428	367444	24.294117	24.617414	71.537872
.	YER105C	chrV	-	367671	367838	14.910714	15.109139	43.906960
.	YER107C	chrV	-	373428	373448	81.476189	82.560440	239.919556
.	YER111C	chrV	-	382575	382595	0.952381	0.965055	2.804437
.	YER112W	chrV	+	387795	387813	7.052631	7.146485	20.767590
.	YER114C	chrV	-	390443	390590	17.202703	17.431631	50.656086
.	YER115C	chrV	-	394202	394292	14.373627	14.564905	42.325420
.	YER116C	chrV	-	395303	395348	12.760870	12.930687	37.576405
.	YER117W	chrV	+	397653	397741	137.292130	139.119171	404.278473
.	YER120W	chrV	+	401869	402091	15.336323	15.540413	45.160233
.	YER121W	chrV	+	402719	402823	20.152382	20.420561	59.341881
.	YER122C	chrV	-	402827	402871	1.822222	1.846471	5.365821
.	YER124C	chrV	-	407312	407342	6.612903	6.700905	19.472740
.	YER125W	chrV	+	412618	412776	46.037735	46.650387	135.565399
.	YER128W	chrV	+	416470	416641	13.180233	13.355630	38.811283
.	YER129W	chrV	+	420709	420721	10.076923	10.211022	29.673096
.	YER132C	chrV	-	425003	425188	10.575269	10.716001	31.140554
.	snR52	chrV	-	430989	431129	2.382979	2.414690	7.017059
.	YER133W	chrV	+	433958	434091	190.246033	192.777740	560.209595
.	tH(GUG)E2	chrV	-	434515	434541	1.050926	1.064911	3.094618
.	YER134C	chrV	-	436963	437267	20.137705	20.405689	59.298660
.	YER135C	chrV	-	437912	437952	4.000000	4.053230	11.778634
.	YER136W	chrV	+	440971	441195	116.120003	117.665283	341.933746
.	YER137C	chrV	-	441219	441373	4.632258	4.693902	13.640417
.	YER138C	chrV	-	443742	443756	43.693748	44.275208	128.663162
.	YER138W-A	chrV	+	449578	449592	235.208328	238.338394	692.608215
.	YER139C	chrV	-	449842	450563	27.252077	27.614737	80.248062
.	YER140W	chrV	+	453235	453254	5.600000	5.674522	16.490088
.	YER142C	chrV	-	455125	455146	26.681818	27.036888	78.568840
.	YER145C	chrV	-	460324	460526	13.113300	13.287807	38.614189
.	YER145C-A	chrV	-	462245	462386	2.908451	2.947155	8.564395
.	YER146W	chrV	+	462866	464290	23.470877	23.783218	69.113716
.	YER149C	chrV	-	466143	466208	4.560606	4.621297	13.429427
.	YER150W	chrV	+	468816	468983	50.470238	51.141872	148.617599
.	tV(AAC)E2	chrV	+	469530	469546	1.970588	1.996812	5.802709
.	YER151C	chrV	-	469554	469686	9.421053	9.546425	27.741783
.	YER157W	chrV	+	487193	487272	1.500000	1.519961	4.416987
.	YER159C	chrV	-	491374	491530	103.707390	105.087486	305.382843
.	YER160C	chrV	-	492757	492856	27.591875	27.959057	81.248650
.	YER162C	chrV	-	500595	500630	6.694445	6.783532	19.712854
.	YER165W	chrV	+	512106	512301	95.448982	96.719177	281.064667
.	YER166W	chrV	+	517459	517702	8.659836	8.775078	25.500259
.	YER167W	chrV	+	520771	520782	1.084310	1.098740	3.192923
.	YER168C	chrV	-	520946	521029	6.953358	7.045891	20.475264
.	YFL067W	chrVI	+	1363	1787	14.828226	15.025555	43.664059
.	YFL065C	chrVI	-	2977	3030	8.477575	8.590391	24.963562
.	YFL061W	chrVI	+	10222	11288	10.770853	10.914187	31.716482
.	YFL060C	chrVI	-	10243	10301	0.000000	0.000000	0.000000
.	YFL058W	chrVI	+	13951	14028	1.814103	1.838244	5.341914
.	YFL055W	chrVI	+	18680	18693	4.071429	4.125610	11.988967
.	YFL054C	chrVI	-	20817	20847	0.967742	0.980620	2.849670
.	YFL052W	chrVI	+	29629	29641	1.076923	1.091254	3.171170
.	YFL051C	chrVI	-	30025	30058	3.029412	3.069726	8.920584
.	YFL050C	chrVI	-	33255	33272	6.555555	6.642794	19.303869
.	YFL048C	chrVI	-	37942	38843	26.798225	27.154846	78.911621
.	YFL049W	chrVI	+	38674	38808	0.000000	0.000000	0.000000
.	YFL047W	chrVI	+	42565	42643	9.708860	9.838062	28.589275
.	YFL045C	chrVI	-	42676	43628	79.582375	80.641426	234.342911
.	YFL046W	chrVI	+	43438	43616	0.000000	0.000000	0.000000
.	YFL042C	chrVI	-	45564	45720	21.980892	22.273407	64.726227
.	YFL041W-A	chrVI	+	48925	48962	1.842105	1.866619	5.424370
.	YFL038C	chrVI	-	55349	55366	885.055542	896.833618	2606.186523
.	RUF21	chrVI	-	57656	57815	220.843750	223.782654	650.309387
.	YFL034C-B	chrVI	-	62702	63016	23.190157	23.498760	68.287086
.	YFL036W	chrVI	+	62837	63034	17.126530	17.354441	50.431774
.	YFL034C-A	chrVI	-	64115	64243	55.341084	56.077545	162.960602
.	YFL034W	chrVI	+	68698	68765	9.323529	9.447603	27.454609
.	YFL031W	chrVI	+	76147	76704	293.568115	297.474792	864.457886
.	YFL028C	chrVI	-	79328	79344	118.764709	120.345184	349.721497
.	YFL027C	chrVI	-	80332	80419	7.068182	7.162242	20.813381
.	YFL026W	chrVI	+	83875	83885	164.000000	166.182449	482.923981
.	YFL024C	chrVI	-	87067	87847	20.243279	20.512667	59.609539
.	YFL023W	chrVI	+	93376	93387	6.083333	6.164288	17.913338
.	YFL021W	chrVI	+	97498	97869	10.534946	10.675141	31.021818
.	YFL020C	chrVI	-	99190	99231	0.976190	0.989181	2.874546
.	tP(UGG)F	chrVI	+	101478	101499	1.000000	1.013308	2.944659
.	YFL018C	chrVI	-	101530	101628	54.606064	55.332741	160.796204
.	YFL017C	chrVI	-	103865	103983	83.117645	84.223740	244.753082
.	YFL016C	chrVI	-	104608	104701	40.946808	41.491711	120.574364
.	YFL015C	chrVI	-	106442	106469	0.964286	0.977118	2.839493
.	YFL013C	chrVI	-	107733	107852	58.724998	59.506489	172.925064
.	YFL010C	chrVI	-	114931	115108	159.213486	161.332230	468.829346
.	YFL010W-A	chrVI	+	115274	115401	269.382812	272.967651	793.240356
.	YFL009W	chrVI	+	118484	118513	6.033333	6.113622	17.766106
.	YFL008W	chrVI	+	123106	123225	39.083332	39.603436	115.087059
.	YFL007W	chrVI	+	129910	129988	10.367088	10.505050	30.527533
.	RUF20	chrVI	-	130953	131061	59.614677	60.408012	175.544876
.	YFL004W	chrVI	+	134296	134540	28.432653	28.811026	83.724457
.	YFL002W-B	chrVI	+	139520	139701	41.106647	41.653683	121.045052
.	YFL002W-A	chrVI	+	143517	143615	18.686396	18.935068	55.025055
.	YFL001W	chrVI	+	148459	148488	0.966667	0.979531	2.846504
.	YFR001W	chrVI	+	149724	149736	56.615383	57.368797	166.712967
.	YFR002W	chrVI	+	152535	152560	27.038462	27.398279	79.619034
.	YFR008W	chrVI	+	161200	161223	11.916667	12.075249	35.090515
.	YFR009W	chrVI	+	164746	164919	42.362068	42.925808	124.741821
.	YFR011C	chrVI	-	166670	166746	82.571426	83.670258	243.144638
.	tY(GUA)F1	chrVI	+	167525	167548	0.958333	0.971086	2.821963
.	YFR012W	chrVI	+	168496	168528	1.030303	1.044014	3.033890
.	YFR013W	chrVI	+	172285	172300	64.437500	65.295013	189.746429
.	tG(GCC)F2	chrVI	-	180925	180974	3.988125	4.041198	11.743666
.	YFR017C	chrVI	-	182166	182274	20.174313	20.442785	59.406456
.	YFR018C	chrVI	-	183103	183131	61.689655	62.510597	181.654968
.	YFR019W	chrVI	+	191338	191549	3.595961	3.643815	10.588877
.	tS(GCU)F	chrVI	-	191415	191513	0.000000	0.000000	0.000000
.	YFR020W	chrVI	+	193435	193448	43.928570	44.513153	129.354630
.	YFR022W	chrVI	+	199034	199061	2.785714	2.822785	8.202976
.	RUF22	chrVI	-	199160	199299	0.992857	1.006070	2.923625
.	YGL263W	chrVII	+	3932	4011	1.862500	1.887285	5.484426
.	YFR054C	chrVI	-	258827	258855	1.896552	1.921790	5.584698
.	YFR055W	chrVI	+	265226	265237	194.083328	196.666107	571.509094
.	YFR026C	chrVI	-	205686	205748	1.015873	1.029392	2.991399
.	YFR031C	chrVI	-	216398	216594	1.710660	1.733425	5.037309
.	YFR030W	chrVI	+	216419	216465	0.000000	0.000000	0.000000
.	YFR032C	chrVI	-	222078	222090	3.076923	3.117869	9.060487
.	YFR032C-A	chrVI	-	223195	223258	69.906250	70.836540	205.850021
.	YFR032C-B	chrVI	-	223602	223710	19.495413	19.754850	57.407330
.	YFR033C	chrVI	-	224174	224326	48.522877	49.168602	142.883301
